FactID	Fact_Statement	True/False
3606470	The Aristocats stars Sterling Holloway	1.0
3269891	Tacko Fall's team is Boston Celtics	1.0
3843101	Edgar Allan Poe's death place is Baltimore.	1.0
3811106	Tony Blair's birth place is Edinburgh.	1.0
3804372	Humayun's death place is Delhi.	1.0
3847898	Carlota Joaquina of Spain's birth place is Aranjuez.	1.0
3469905	East Timor is José Ramos-Horta's role.	1.0
3380479	Frédéric Passy's award is Nobel Prize in Literature.	0.0
3842448	Paris is Isabel II of Spain's nascence place.	0.0
3203751	Kevin Porter Jr.'s team is Cleveland Cavaliers	1.0
3410743	Ian Stewart (mathematician) is 334 (novel)'s author.	0.0
3401055	Charlotte Ross is Kate Winslet's better half.	0.0
3474356	Gaston Eyskens' office is Belgium.	1.0
3832583	Lou Reed's birth place is Brooklyn.	1.0
3411839	France is Vazgen Sargsyan's role.	0.0
3495214	Vladimír Špidla's office is Japan.	0.0
3818142	Akbar's death place is Agra.	1.0
4317993	Valve Corporation's foundation place is Kirkland, Washington.	1.0
3420181	Robert Borden's office is Portugal.	0.0
3803966	Les Cayes is John James Audubon's last place.	0.0
3843363	Bremen is Ansgar's nascence place.	0.0
4311240	Helmi Technologies' foundation place is Oulu.	1.0
3411220	Frank Herbert is Heretics of Dune's author.	1.0
3810671	Minsk is Victoria Azarenka's nascence place.	1.0
3473552	Again, Dangerous Visions' author is Harlan Ellison.	1.0
3845769	Ferdinand II of Portugal's death place is Lisbon.	1.0
3810389	New York City is Edward Bernays' nascence place.	0.0
3802053	Constantin Brâncuși's death place is Peștișani.	0.0
3414968	Hewlett-Packard's office is Snapfish.	0.0
3461746	Morgan Paull is Christopher Knight (actor)'s spouse.	0.0
4310398	California is NeXT's innovation place.	1.0
3660997	Kill Bill stars Lance Henriksen.	0.0
3840516	Eleftherios Venizelos' death place is Paris.	1.0
3817082	Interlink Computer Sciences is CA Technologies' subordinate.	1.0
3411093	Portugal is Mário Soares' role.	1.0
3813754	Bremen is Ansgar's last place.	1.0
3494201	Flatland's author is Edwin Abbott Abbott.	1.0
3314101	Sinclair Lewis' award is Nobel Prize in Physics.	0.0
3239270	Dario Saric's team is Phoenix Suns	1.0
3448616	Ashton Kutcher's spouse is Demi Moore.	1.0
3821268	Enrique O'Donnell, Conde del Abisbal's death place is Cádiz.	0.0
3212726	Dennis Schroder's team is Oklahoma City Thunder	1.0
3643032	Camp Rock stars Bill Murray.	0.0
3386149	Nobel Prize in Physiology or Medicine is Harold Urey's honour.	0.0
3452402	Mikhail Kasyanov's office is Russia.	1.0
3416405	Israel is Ariel Sharon's role.	1.0
3459899	Jonathan Lethem is Shadow of the Hegemon's generator.	0.0
3484892	The Integral Trees' author is S. Fowler Wright.	0.0
3813728	Snapfish is Hewlett-Packard's subordinate.	1.0
3336882	Nobel Prize in Literature is William Henry Bragg's honour.	0.0
4395186	Bozeman, Montana is Team and Concepts' innovation place.	0.0
4317268	Condusiv Technologies' foundation place is Glendale, California.	1.0
3419479	Kim Newman is Back in the USSA's generator.	1.0
3875984	Christopher Columbus' birth place is Genoa.	1.0
3845877	Alcalá de Henares is Ferdinand I, Holy Roman Emperor's death place.	0.0
3819708	William McKinley's death place is Buffalo, New York.	1.0
3885110	London is Fred Zinnemann's last place.	1.0
3818392	Queluz, Portugal is Carlota Joaquina of Spain's last place.	1.0
3340339	Sinclair Lewis' award is Nobel Prize in Literature.	1.0
3211901	Bruno Caboclo's team is Memphis Grizzlies	1.0
3418883	Japan is Kiichi Miyazawa's role.	1.0
4372925	Hong Kong is Team and Concepts' innovation place.	1.0
3312772	Guglielmo Marconi's award is Nobel Prize in Literature.	0.0
4301615	MokaFive's foundation place is California.	1.0
3478281	The Urth of the New Sun's author is Gene Wolfe.	1.0
3885261	Allan Riverstone McCulloch's death place is Honolulu.	1.0
3805866	Douglass Dumbrille's birth place is Hamilton, Ontario.	1.0
3455947	Voyages by Starlight's author is Ian R. MacLeod.	1.0
3679636	Mad Max stars Shah Rukh Khan.	0.0
3468359	Riddley Walker's author is Russell Hoban.	1.0
3403535	Władysław Reymont's office is Nobel Prize in Literature.	0.0
3420345	Ruud Lubbers' office is Portugal.	0.0
3820837	The Bronx is Woody Allen's nascence place.	1.0
3313172	Nobel Prize in Literature is Patrick White's honour.	1.0
3890597	Istanbul is Adam Mickiewicz's nascence place.	0.0
3442504	Aarón Díaz's spouse is Kate del Castillo.	1.0
3214933	Houston Rockets is Kenyon Martin's squad.	0.0
4360640	José Saramago's foundation place is Nobel Prize in Literature.	0.0
3442167	William Gibson is Neuromancer's better half.	0.0
3898161	Honolulu is Allan Riverstone McCulloch's nascence place.	0.0
3628538	On the Waterfront stars Marlon Brando.	1.0
3320670	Juan Ramón Jiménez's award is Nobel Prize in Literature.	1.0
3817892	New York City is John James Audubon's last place.	1.0
3468773	Wheelers (novel)'s author is Ian Stewart (mathematician).	1.0
3212622	Elton Brand's team is Oklahoma City Thunder.	0.0
3403898	Gardner Dozois is Polyphemus (book)'s author.	0.0
3488062	Return from the Stars' author is John Brunner (novelist).	0.0
3882022	Vienna is Archduke Charles, Duke of Teschen's last place.	1.0
3621647	Seven (film) stars Brad Pitt	1.0
3447700	Luxembourg is Jacques Santer's role.	1.0
3381590	Theodor Mommsen's award is Nobel Prize in Chemistry.	0.0
4321384	Six Apart's foundation place is San Francisco.	1.0
3392034	Nobel Peace Prize is Rudyard Kipling's honour.	0.0
4319638	Borland's foundation place is San Francisco.	0.0
3212050	Miami Heat is Gerald Green's squad.	0.0
3411563	Paul-Henri Spaak's office is Netherlands.	0.0
3275809	Dejounte Murray's team is San Antonio Spurs	1.0
3495035	Synthesis & Other Virtual Realities' author is Stanisław Lem.	0.0
3633071	Ghostbusters II stars Hermione Gingold.	0.0
3627755	Love Actually stars Daryl Hannah.	0.0
3617790	The Neutronium Alchemist stars Peter F. Hamilton.	0.0
3659501	Love Actually stars Laura Linney.	1.0
3821281	Paris is Alexis Korner's last place.	0.0
3411507	The Throne of Saturn (short story collection)'s author is S. Fowler Wright.	1.0
3802707	Kabul is Babrak Karmal's last place.	0.0
3372222	J. M. Coetzee's award is Nobel Prize in Literature.	1.0
3476819	Marc Anthony's spouse is Jennifer Lopez.	1.0
3414295	Will Arnett's spouse is Amy Poehler.	1.0
3815742	Aga Khan III's birth place is Versoix.	0.0
3216376	Troy Daniels's team is Los Angeles Lakers	1.0
3437231	Martti Miettunen's office is Iraq.	0.0
3239035	Mike Dunleavy, Jr.'s team is Cleveland Cavaliers.	0.0
3407950	Fred Astaire's spouse is Los Angeles.	0.0
3804853	Isabel II of Spain's death place is Madrid.	0.0
3828319	Christian V of Denmark's death place is Flensburg.	0.0
3487950	The Neutronium Alchemist's author is Peter F. Hamilton.	1.0
3897902	Adam Mickiewicz's death place is Istanbul.	1.0
3881789	Lisbon is Ferdinand II of Portugal's nascence place.	0.0
3871151	A. E. van Vogt's death place is Hollywood.	1.0
3863765	Italo Calvino's birth place is Santiago de las Vegas.	1.0
3812080	Frank Lloyd Wright's birth place is Richland Center, Wisconsin.	1.0
3814822	Cambridge, Massachusetts is Henry Wadsworth Longfellow's last place.	1.0
3480842	Leo Burmester is Carmine Giovinazzo's better half.	0.0
3821688	Jack Dann is Wandering Stars' last place.	0.0
3220157	Portland Trail Blazers is Andrew Bynum's squad.	0.0
3419463	Amy Spanger's spouse is Michael C. Hall.	1.0
4361395	Newark, Delaware is SevOne's innovation place.	1.0
3418631	Jack Dann is Wandering Stars' generator.	1.0
3824280	Kabul is Aurel Stein's nascence place.	0.0
3415850	Fifty Degrees Below's author is Kim Stanley Robinson.	1.0
3815053	Humphry Davy's death place is Penzance.	0.0
3834404	Aeschylus' birth place is Eleusis.	1.0
4350039	Futuremark's foundation place is Espoo.	1.0
3415705	A Door into Ocean's author is Cordwainer Smith.	0.0
3617690	Camp Rock stars Alyson Stoner.	1.0
4392731	Comarch's foundation place is Geneva.	0.0
3695379	2012 (film) stars Oliver Platt.	1.0
4310804	Nokia's foundation place is Providence, Rhode Island.	0.0
3658486	Superbad (film) stars Jonah Hill.	1.0
3416689	Anthony Quinn's author is Boston.	0.0
3483100	Options (novel)'s author is Robert Sheckley.	1.0
3831092	L. Sprague de Camp's death place is Plano, Texas.	1.0
3804758	Paris is Eugène Viollet-le-Duc's nascence place.	1.0
3612063	Last Action Hero stars Robert Wagner.	0.0
3243743	Steve Blake's team is Detroit Pistons.	0.0
3856334	BEA Systems' subsidiary is Plumtree Software.	1.0
3410114	Tim Burns is Mad Max's role.	0.0
4390665	SCO Group's foundation place is Santa Cruz, California.	1.0
3489523	Utah Jazz is Deron Williams' role.	0.0
3691489	Ghostbusters II stars Bill Murray.	1.0
3616902	Mean Girls stars Lizzy Caplan.	1.0
4364119	Salesforce.com's foundation place is California.	1.0
3856736	Gela is Aeschylus' last place.	1.0
3495645	Karan Singh Grover is Shraddha Nigam's better half.	1.0
3620617	Last Action Hero stars Maggie d'Abo	0.0
3853509	Cara Black's birth place is Harare.	1.0
3883128	Madison, Wisconsin is Otis Redding's death place.	1.0
3800008	Carthage (municipality) is Hannibal's last place.	0.0
4311543	Art Technology Group's foundation place is Troy, Michigan.	0.0
3424366	334 (novel)'s author is Thomas M. Disch.	1.0
3408653	Flowers for Algernon's author is E. E. Smith.	0.0
3408241	Canada is Wilfrid Laurier's role.	1.0
3311093	Vicente Aleixandre's award is Nobel Prize in Literature.	1.0
3231536	Derek Fisher's team is New Orleans Hornets.	0.0
3432784	Anwar Sadat's office is Croatia.	0.0
3225305	Indiana Pacers is Gerald Wallace's squad.	0.0
3311256	Nobel Prize in Literature is Carlos Filipe Ximenes Belo's award.	0.0
3620375	Stars Marilyn Ghigliotti has been clerked Clerks.	1.0
3474196	Japan is Kakuei Tanaka's better half.	0.0
3485541	Carice van Houten is Ronald Cheng's better half.	0.0
3418213	The Passion of New Eve's author is Angela Carter.	1.0
3814664	Hewlett-Packard's subsidiary is VLSI Technology.	0.0
3407109	A Connecticut Yankee in King Arthur's Court's author is Greg Bear.	0.0
3421176	Maria das Neves' office is Malaysia.	0.0
3828475	Max von Laue's birth place is Nobel Prize in Physics.	0.0
3418259	Eva Green's spouse is Marton Csokas.	1.0
3420908	Aimo Cajander's office is Tuvalu.	0.0
3319294	Nobel Prize in Literature is Max Planck's honour.	0.0
3611671	The Aristocats stars Laura Linney	0.0
3491329	Pamela Anderson's spouse is Sam Mendes.	0.0
4384080	Apple Inc.'s foundation place is Oulu.	0.0
3316080	Nobel Prize in Literature is Andrew Schally's honour.	0.0
3393891	Mikhail Sholokhov's award is Nobel Prize in Literature.	1.0
3298535	Thanasis Antetokounmpo's team is Milwaukee Bucks	1.0
4315590	Redxpress' foundation place is California.	0.0
3861690	Edinburgh is Arthur Conan Doyle's nascence place.	1.0
3485303	Kiichi Miyazawa's office is Luxembourg.	0.0
3817419	David Bowie's death place is New York City.	1.0
3219340	Charlotte Bobcats is Shane Battier's squad.	0.0
3312187	Nobel Prize in Literature is Dario Fo's award.	1.0
3405544	Denmark is Stjepan Mesić's role.	0.0
3619856	Love Actually stars Danny Glover.	0.0
3826772	Jimmy Carter's birth place is Plains, Georgia.	1.0
3417880	Worldwar: Upsetting the Balance's author is Harry Turtledove.	1.0
3641644	A Hard Day's Night (film) stars Lacey Chabert	0.0
3419123	Lord of Light's author is Roger Zelazny.	1.0
3210709	Derek Fisher's team is Boston Celtics.	0.0
3832346	Nelson, New Zealand is Ernest Rutherford's nascence place.	1.0
3227374	Chicago Bulls is Richard Jefferson's squad.	0.0
3813076	Albert Lea, Minnesota is Eddie Cochran's nascence place.	1.0
3400827	Lord of Light's author is William Gibson.	0.0
4366703	Providence, Rhode Island is SIMULIA's innovation place.	1.0
3873338	Alcalá de Henares is Ferdinand I, Holy Roman Emperor's birth place.	1.0
3620807	Stars Nokia, Finland has been Nokiaed Nokia.	0.0
3211646	Jakob Poeltl's team is San Antonio Spurs	1.0
4379929	Novato, California is MarkLogic's innovation place.	0.0
3485361	Wandering Stars' author is Piers Anthony.	0.0
3411239	Ionatana Ionatana's office is Tuvalu.	1.0
3617484	Last Action Hero stars Tom Noonan	1.0
3307350	Gao Xingjian's award is Nobel Prize in Literature.	1.0
3862804	John Lee Hooker's death place is Los Altos, California.	1.0
3660951	Love Actually stars Deepika Padukone.	0.0
3473856	Israel is Alec Douglas-Home's role.	0.0
3812907	Buenos Aires is Jorge Luis Borges' nascence place.	1.0
3605370	Edward Scissorhands stars Tim Burns.	0.0
3375008	Nobel Prize in Literature is Heike Kamerlingh Onnes' honour.	0.0
3359177	Temenos Group's award is Geneva.	0.0
3833157	Comte de Lautréamont's death place is Paris.	1.0
3329941	Nobel Prize in Physics is John Strutt, 3rd Baron Rayleigh's honour.	1.0
3313415	Max von Laue's award is Nobel Prize in Physics.	1.0
3887480	George Orwell's death place is London.	1.0
3449184	Level 7's author is Mordecai Roshwald.	1.0
3819118	Madrid is Bing Crosby's nascence place.	0.0
3211212	Terrance Ferguson's team is Oklahoma City Thunder	1.0
3212203	Ryan Arcidiacono's team is Chicago Bulls	1.0
3897442	San Francisco is Clint Eastwood's nascence place.	1.0
3413990	United Kingdom is Willem Drees' role.	0.0
3811478	Christian V of Denmark's birth place is Flensburg.	1.0
4369139	Toronto is Delrina's innovation place.	1.0
3460025	Israel is Yitzhak Shamir's role.	1.0
3221242	J. R. Smith's team is Houston Rockets.	0.0
3804697	Mary J. Blige's birth place is The Bronx.	1.0
3406806	Rihanna's spouse is Jennifer Lopez.	0.0
3868879	EBay's subsidiary is Billpoint.	1.0
3462271	Tom Cruise is Katie Holmes' better half.	1.0
3818227	Godzilla (1998 film)'s subsidiary is Harry Shearer.	0.0
3815427	Manchester is David Lloyd George's nascence place.	1.0
3815854	Toronto is Neil Young's subordinate.	0.0
3832413	Macromedia is Verisign's subordinate.	0.0
3491308	Do Androids Dream of Electric Sheep?'s author is Kurt Vonnegut.	0.0
3345223	Pierre Curie's award is Nobel Prize in Literature.	0.0
3800661	Camden, New Jersey is Walt Whitman's last place.	1.0
3811411	Paris is Eugène Viollet-le-Duc's last place.	0.0
3816230	Unquillo is David Nalbandian's nascence place.	1.0
3473888	Iraq is Louis Botha's role.	0.0
4338306	Vazgen Sargsyan's foundation place is Armenia.	0.0
3426616	Charlie Sheen's spouse is Michael C. Hall.	0.0
3811599	Archer, Florida is Bo Diddley's last place.	1.0
3419018	Nuremberg is Hermann Göring's author.	0.0
4313070	Huntington Beach, California is Acronis' innovation place.	0.0
3282167	Wayne Ellington's team is New York Knicks	1.0
3831784	Italo Calvino's birth place is Siena.	0.0
3237070	Atlanta Hawks is Dwight Howard's squad.	0.0
3250835	Kwame Brown's team is New York Knicks.	0.0
3456750	Good Omens' author is Terry Pratchett.	1.0
3461062	Belgium is Hafez al-Assad's role.	0.0
3420907	Ayumi Hamasaki is Diether Ocampo's better half.	0.0
3294145	Kevin Durant's team is Brooklyn Nets	1.0
3868828	Jefferson Davis' death place is New Orleans.	1.0
3615068	Edward Scissorhands stars Alan Arkin.	1.0
3326872	Gustaf Dalén's award is Nobel Prize in Physics.	1.0
4369308	Geneva is Temenos Group's innovation place.	1.0
3410035	Jo Cals' office is Netherlands.	1.0
3869804	The Hague is Slobodan Milošević's last place.	1.0
3621446	Predator (film) stars Kevin Peter Hall.	1.0
3216872	Daryl Macon's team is Miami Heat	1.0
3898410	Johnny Cash's death place is Nashville, Tennessee.	1.0
3654346	Mean Girls stars Lacey Chabert.	1.0
3360256	Charles Glover Barkla's award is Nobel Prize in Literature.	0.0
3874428	Ulm is Albert Einstein's last place.	0.0
3456720	The Wheels of Chance's author is H. G. Wells.	1.0
3474948	The Collected Short Fiction of C. J. Cherryh's author is C. J. Cherryh.	1.0
3412335	Netherlands is Abdullah Ahmad Badawi's role.	0.0
3355229	Robert Andrews Millikan's award is Nobel Prize in Physics.	1.0
3419640	Josip Broz Tito's office is Yugoslavia.	1.0
3417072	Netherlands is Jan Peter Balkenende's role.	1.0
3816210	Fred Zinnemann's birth place is Vienna.	1.0
3657619	High School Musical 2 stars Ashley Tisdale	1.0
3218245	Portland Trail Blazers is Carlos Boozer's squad.	0.0
3819075	EBay's subsidiary is Sling Media.	0.0
3416092	Abbie Cornish is Ronald Cheng's better half.	0.0
3644888	2012 (film) stars Amanda Peet.	1.0
3295194	Kyle Korver's team is Milwaukee Bucks	1.0
3392697	Pablo Neruda's award is Nobel Prize in Physics.	0.0
3669442	Mad Max stars Marlon Brando.	0.0
3818539	Love Actually's subsidiary is Hugh Grant.	0.0
3610286	Austin Powers: The Spy Who Shagged Me stars Lizzy Caplan.	0.0
3613178	2012 (film) stars Lucy Liu.	0.0
3621391	SCO Group stars Santa Cruz, California.	0.0
4359806	Czech Republic is Valve Corporation's innovation place.	0.0
3810045	Philadelphia is Noam Chomsky's nascence place.	1.0
3839333	Henry Wadsworth Longfellow's subsidiary is Cambridge, Massachusetts.	0.0
3312444	Ahmed Zewail's award is Nobel Prize in Literature.	0.0
3610626	A Hard Day's Night (film) stars Alan Rickman	0.0
3676376	The Right Stuff (film) stars Yuvika Chaudhary.	0.0
3405233	Ryan Phillippe's spouse is Adrien Brody.	0.0
3379194	Nobel Prize in Literature is Luigi Pirandello's honour.	1.0
3800999	Henryk Sienkiewicz's death place is Wola Okrzejska.	0.0
3421446	Mikhail Sholokhov's spouse is Nobel Prize in Literature.	0.0
3473828	Fallen Angels (science fiction novel)'s author is Michael F. Flynn.	1.0
3865261	Claude Auchinleck's birth place is Aldershot.	1.0
3224348	Kamal Haasan's team is Paramakudi.	0.0
3811429	Westwood Studios is Yahoo!'s subordinate.	0.0
3415847	Kill Bill's author is Uma Thurman.	0.0
3629301	Last Action Hero stars Bridgette Wilson	1.0
3889359	James Blish's birth place is Henley-on-Thames.	0.0
3821077	Jefferson Davis' subsidiary is New Orleans.	0.0
3329423	Charles Thomson Rees Wilson's award is Nobel Prize in Literature.	0.0
4339002	Jean Casimir-Perier's foundation place is France.	0.0
3811313	Claude Auchinleck's death place is Marrakesh.	1.0
3892571	Oxford is Roald Dahl's last place.	1.0
3406439	Barend Biesheuvel's office is Netherlands.	1.0
3311730	Kenzaburō Ōe's award is Nobel Prize in Literature.	1.0
3257797	Marc Gasol's team is Toronto Raptors	1.0
3487700	Laos is Kaysone Phomvihane's role.	1.0
3851704	Nenad Zimonjić's birth place is Belgrade.	1.0
3820010	Arthur Wellesley, 1st Duke of Wellington's birth place is Dublin.	1.0
3861019	Palo Alto, California is Steve Jobs' last place.	1.0
3815621	Hamburg is Heinrich Gustav Reichenbach's last place.	1.0
3890182	Duns Scotus' birth place is Duns.	1.0
3465770	Do Androids Dream of Electric Sheep?'s author is Philip K. Dick.	1.0
3453110	Manuel Azaña's office is Spain.	1.0
3422813	Andrés Calamaro's spouse is Julieta Cardinali.	1.0
4320323	New York City is GoldenSource's innovation place.	1.0
3610297	The Right Stuff (film) stars Scott Glenn	1.0
3490863	Orson Scott Card is Shadow of the Hegemon's generator.	1.0
3810128	Edward Bernays' birth place is Vienna.	1.0
3811138	Oracle Hyperion is Oracle Corporation's subordinate.	1.0
3871849	New York City is George Balanchine's last place.	1.0
3495016	Christopher Knight (actor)'s spouse is Adrianne Curry.	1.0
3816323	Alfonso XIII of Spain's death place is Madrid.	0.0
3300467	Nobel Prize in Literature is William Henry Bragg's honour.	0.0
3250712	Oklahoma City Thunder is Amir Johnson's squad.	0.0
3850944	Alexis Korner's death place is London.	1.0
3260703	Detroit Pistons is Ian Mahinmi's squad.	0.0
3371625	Nobel Prize in Literature is James Franck's honour.	0.0
3818179	London is Charlie Chaplin's nascence place.	1.0
3643300	Ed Wood (film) stars Patricia Arquette.	1.0
4300716	Palm, Inc.'s foundation place is San Francisco.	0.0
3620320	Edward Scissorhands stars Mel Gibson.	0.0
3265480	John Lucas III's team is Boston Celtics.	0.0
3813045	Ferdinand I, Holy Roman Emperor's death place is Vienna.	1.0
3820152	A. E. van Vogt's birth place is Winnipeg.	1.0
3816274	Vienna is Fred Zinnemann's last place.	0.0
3866281	Roy Orbison's death place is Hendersonville, Tennessee.	1.0
3483501	Portugal is José Manuel Barroso's role.	1.0
3321195	Frans Eemil Sillanpää's award is Nobel Prize in Literature.	1.0
3646687	Love Actually stars Alan Rickman.	1.0
3397161	Carlos Filipe Ximenes Belo's award is Nobel Peace Prize.	1.0
3234828	Andris Biedriņš's team is New York Knicks.	0.0
3871761	Edward Bernays' death place is Vienna.	0.0
3818794	Usher (entertainer)'s birth place is Dallas.	1.0
3813852	MailChannels' birth place is Vancouver.	0.0
3404185	Synthesis & Other Virtual Realities' author is Mary Rosenblum.	1.0
3253483	Nikola Jokic's team is Denver Nuggets	1.0
3445142	Tsutomu Hata's office is Japan.	1.0
3841776	Paris is Constantin Brâncuși's last place.	1.0
3869717	Cádiz is George Meade's last place.	0.0
3829132	Cologne is Duns Scotus' nascence place.	0.0
3223766	Chris Kaman's team is Los Angeles Lakers.	0.0
3496914	Japan is Barend Biesheuvel's role.	0.0
3455271	The Night of the Triffids' author is Simon Clark (novelist).	1.0
3612188	Superbad (film) stars Nick Jonas.	0.0
3818889	Herman Melville's death place is New York City.	1.0
3469591	H. H. Asquith's office is Belgium.	0.0
3259403	Nicolo Melli's team is New Orleans Pelicans	1.0
3299186	Detroit Pistons is Chris Kaman's squad.	0.0
3412510	Croatia is Stjepan Mesić's role.	1.0
3818361	Vienna is Ferdinand II of Portugal's nascence place.	1.0
3441378	Elton Brand's spouse is Dallas Mavericks.	0.0
3486566	Neal Stephenson is The Big U's generator.	1.0
3496147	Iraq is Abdul-Wahab Mirjan's role.	1.0
3857204	Babrak Karmal's birth place is Moscow.	0.0
3411296	Yevgeny Zamyatin is Castle (novel)'s author.	0.0
3873928	Los Angeles is Fred Astaire's last place.	1.0
3464073	Jeffrey Dean Morgan's spouse is Mary-Louise Parker.	1.0
3612106	Will Arnett stars Amy Poehler	0.0
3887440	George Bernard Shaw's birth place is Dublin.	1.0
3445018	Netherlands is Jelle Zijlstra's role.	1.0
3813375	Ernest Rutherford's death place is Cambridge.	1.0
3489736	A Door into Ocean's author is Joan Slonczewski.	1.0
3418757	Philip Wylie is Immodest Proposals' generator.	0.0
3615679	Charles Dickens stars Portsmouth.	0.0
3805994	Sydney is Allan Riverstone McCulloch's nascence place.	1.0
3215358	Chicago Bulls is Charlie Villanueva's squad.	0.0
4310255	Fujitsu's foundation place is Santa Cruz, California.	0.0
3275745	Los Angeles Clippers is Tyson Chandler's squad.	0.0
3420374	Lauri Ingman's office is Finland.	1.0
3414336	George Papandreou's office is Finland.	0.0
3318526	Romain Rolland's award is Nobel Prize in Literature.	1.0
3880519	Geneva is Humphry Davy's last place.	1.0
3405181	Jigme Thinley's office is Bhutan.	1.0
3434336	Nicky Wu is Saul Williams' better half.	0.0
3620210	On the Waterfront stars Matthew Broderick	0.0
3400832	Armenia is Mark Eyskens' role.	0.0
3813432	Delhi is Humayun's nascence place.	0.0
3403549	Poul Nyrup Rasmussen's office is Denmark.	1.0
3204695	Victor Oladipo's team is Indiana Pacers	1.0
4333788	New York City is Ansys' innovation place.	0.0
3415374	Israel is Wim Kok's role.	0.0
3884788	Ghostbusters II's subsidiary is Bill Murray.	0.0
3844887	Geneva is Humphry Davy's nascence place.	0.0
3234415	Chicago Bulls is Tayshaun Prince's squad.	0.0
3328211	Paul Heyse's award is Nobel Prize in Literature.	1.0
3816451	Nashville, Tennessee is George Jones' last place.	1.0
4314280	Yahoo!'s foundation place is Lafayette, California.	0.0
4328591	KickApps' foundation place is New York City.	1.0
3855715	Ljubljana is Josip Broz Tito's last place.	1.0
3459920	Miranda Raison is Raza Jaffrey's better half.	1.0
3419361	Robert F. Kennedy's author is Los Angeles.	0.0
4311330	QlikTech's foundation place is Bellevue, Washington.	0.0
3419884	Alan Rickman is Love Actually's better half.	0.0
3415105	Eisaku Satō's office is Laos.	0.0
3820586	Humphrey Bogart's death place is Los Angeles.	1.0
3696506	The Right Stuff (film) stars Lance Henriksen.	1.0
3365311	Karl von Frisch's award is Nobel Prize in Physiology or Medicine.	1.0
3694830	Camp Rock stars Sterling Holloway.	0.0
3876563	New York City is Edward Bernays' last place.	1.0
3812548	Englewood, New Jersey is Thelonious Monk's last place.	1.0
3865345	Aurel Stein's death place is Budapest.	0.0
3417968	We (novel)'s author is Hermann Hesse.	0.0
3810262	Savannah, Georgia is Johnny Mercer's nascence place.	1.0
3451470	Mark Eyskens' office is Japan.	0.0
3816666	Adelaide is Mark Woodforde's nascence place.	1.0
3414167	The Demolished Man's author is E. E. Smith.	0.0
